"";"IBGE";"Municipio";"Regiao";"CatPop";"UF.x";"TransfCor";"TransfCap";"TransfTot";"RecCor";"RecCap";"RecTot";"RecProp";"GrauDep";"IPTU";"SiglaUF";"DespEduc";"DespSaude";"DespTotal";"CatDep";"UF.y";"MunicipioSemUF";"pib";"pibPerCapita";"pop";"atividadePrincipal";"arrecFed";"eh_capital";"GrauDepCapit"
"1";"1100015";"Alta Floresta D'Oeste - RO";"Norte";"menos de 50 mil";"RO";43064457,68;1841475,5;44905933,18;49174341,79;1841475,5;51015817,29;6109884,11;0,880235494900174;475209,56;"RO";15286243,56;12333892,66;45791140,51;"entre 80 e 90%";"Rondônia";"Alta Floresta D'Oeste";421042,321;16461,11;25578;"Administração, defesa, educação e saúde públicas e seguridade social";NA;FALSE;NA
"2";"1100023";"Ariquemes - RO";"Norte";"entre 50 e 500 mil";"RO";128159559,12;12909920,96;132791289,97;187542878,42;12909920,96;200452799,38;67661509,41;0,662456650047907;4922098,6;"RO";65984034,86;44230564,9;176596083,36;"entre 50 e 80%";"Rondônia";"Ariquemes";2025528,687;19401,43;104401;"Demais serviços";90301302,21;FALSE;NA
"3";"1100031";"Cabixi - RO";"Norte";"menos de 50 mil";"RO";16226162,54;3248559,38;19441791,92;18015490,35;3248559,38;21264049,73;1822257,81;0,914303350813317;92128,93;"RO";4506583,17;4338799,5;19369968,89;"mais de 90%";"Rondônia";"Cabixi";116589,888;18346,17;6355;"Administração, defesa, educação e saúde públicas e seguridade social";1013925,11;FALSE;NA
"4";"1100049";"Cacoal - RO";"Norte";"entre 50 e 500 mil";"RO";97501919,89;15586256,06;110725712,66;148583012,49;15586256,06;164169268,55;53443555,89;0,674460656601372;7250556,71;"RO";39557083,07;37981613,14;165872045,91;"entre 50 e 80%";"Rondônia";"Cacoal";1807778,561;20725,23;87226;"Demais serviços";79936679,93;FALSE;NA
"5";"1100056";"Cerejeiras - RO";"Norte";"menos de 50 mil";"RO";29290414,16;12998672,39;42149486,55;35139896,27;12998672,39;48138568,66;5989082,10999999;0,875586618449324;1289647,19;"RO";9223577,16;11726494,66;46927884,84;"entre 80 e 90%";"Rondônia";"Cerejeiras";398914,546;22179,17;17986;"Administração, defesa, educação e saúde públicas e seguridade social";7660546,4;FALSE;NA
"6";"1100064";"Colorado do Oeste - RO";"Norte";"menos de 50 mil";"RO";28229175,88;1100800;29329975,88;31956494,94;1100800;33057294,94;3727319,06;0,887246701015156;426779,79;"RO";9697295,1;8480288,9;32671758,16;"entre 80 e 90%";"Rondônia";"Colorado do Oeste";287916,74;15300,88;18817;"Administração, defesa, educação e saúde públicas e seguridade social";8957209,58;FALSE;NA
"7";"1100072";"Corumbiara - RO";"Norte";"menos de 50 mil";"RO";23358202,48;1138481,31;24361983,79;25117004,6;1138481,31;26255485,91;1893502,12;0,927881657704197;180857,71;"RO";6710880,01;5702633,67;25144819,7;"mais de 90%";"Rondônia";"Corumbiara";191442,105;21651,45;8842;"Pecuária, inclusive apoio à pecuária";2158133,7;FALSE;NA
"8";"1100080";"Costa Marques - RO";"Norte";"menos de 50 mil";"RO";22691989,21;1383154,55;24075143,76;24056133,06;1383154,55;25439287,61;1364143,85;0,946376491711829;NA;"RO";12526504,14;4437709,58;25741427,51;"mais de 90%";"Rondônia";"Costa Marques";186846,332;11221,33;16651;"Administração, defesa, educação e saúde públicas e seguridade social";1978579,11;FALSE;NA
"9";"1100098";"Espigão D'Oeste - RO";"Norte";"menos de 50 mil";"RO";43454512,31;2223050;45677562,31;58216969,38;2223050;60440019,38;14762457,07;0,755750292249493;1288682,04;"RO";14520137,04;12195004,25;49479584,92;"entre 50 e 80%";"Rondônia";"Espigão D'Oeste";481593,028;14870,87;32385;"Administração, defesa, educação e saúde públicas e seguridade social";NA;FALSE;NA
"10";"1100106";"Guajará-Mirim - RO";"Norte";"menos de 50 mil";"RO";57603141,54;539689,28;58142830,82;69817349,91;539689,28;70357039,19;12214208,37;0,826396782601732;721077,72;"RO";18783466,57;23329800,31;64191457,45;"entre 80 e 90%";"Rondônia";"Guajará-Mirim";686024,877;14711,46;46632;"Administração, defesa, educação e saúde públicas e seguridade social";20514173,03;FALSE;NA
"11";"1100114";"Jaru - RO";"Norte";"entre 50 e 500 mil";"RO";67433877,5;2710738,94;70144616,44;89515394,14;2710738,94;92226133,08;22081516,64;0,760572021155373;1237035,15;"RO";26011856,66;21478089,23;87151090,02;"entre 50 e 80%";"Rondônia";"Jaru";1232667,27;22115,38;55738;"Demais serviços";35489820,08;FALSE;NA
"12";"1100122";"Ji-Paraná - RO";"Norte";"entre 50 e 500 mil";"RO";130684986,99;13382686,05;143263719,13;193391508,56;13382686,05;206774194,61;63510475,48;0,692851056197858;5793821,01;"RO";40771689,02;56042029,59;198279637,74;"entre 50 e 80%";"Rondônia";"Ji-Paraná";2769980,537;21239,09;130419;"Demais serviços";157760923,98;FALSE;NA
"13";"1100130";"Machadinho D'Oeste - RO";"Norte";"menos de 50 mil";"RO";50319534,25;2820335,28;53139869,53;61621308,27;2820335,28;64441643,55;11301774,02;0,824620022125429;636060,55;"RO";24212347,79;13509827,4;57870026,96;"entre 80 e 90%";"Rondônia";"Machadinho D'Oeste";449927,952;12105,58;37167;"Administração, defesa, educação e saúde públicas e seguridade social";NA;FALSE;NA
"14";"1100148";"Nova Brasilândia D'Oeste - RO";"Norte";"menos de 50 mil";"RO";28882955,4;305000;28882955,4;34902957,44;305000;35207957,44;6325002,04;0,8203530536874;NA;"RO";10936150,55;8342846,41;32866117,47;"entre 80 e 90%";"Rondônia";"Nova Brasilândia D'Oeste";272511,762;12620,96;21592;"Administração, defesa, educação e saúde públicas e seguridade social";NA;FALSE;NA
"15";"1100155";"Ouro Preto do Oeste - RO";"Norte";"menos de 50 mil";"RO";52705140,7;1667155,31;54372296,01;72910684,67;1667155,31;74577839,98;20205543,97;0,729067723395869;1462973,99;"RO";18286951,36;8790395,38;65678816,14;"entre 50 e 80%";"Rondônia";"Ouro Preto do Oeste";635795,768;15925,15;39924;"Administração, defesa, educação e saúde públicas e seguridade social";17271370,36;FALSE;NA
"16";"1100189";"Pimenta Bueno - RO";"Norte";"menos de 50 mil";"RO";53048218,28;5422273,37;58470491,65;67380752,06;5422273,37;72803025,43;14332533,78;0,803132717420092;2012480,95;"RO";21167811,37;20316506,06;71530234,59;"entre 80 e 90%";"Rondônia";"Pimenta Bueno";910491,065;24271,99;37512;"Demais serviços";70153572,19;FALSE;NA
"17";"1100205";"Porto Velho - RO";"Norte";"entre 50 e 500 mil";"RO";632685042,49;15077811,17;645411890,71;1077991141,9;15077811,17;1093068953,07;447657062,36;0,590458533194354;NA;"RO";265732158,04;269294522,38;1077201678,5;"entre 50 e 80%";"Rondônia";"Porto Velho";13946783,563;27741,1;502748;"Demais serviços";1015615920,54;TRUE;0,590458533194354
"18";"1100254";"Presidente Médici - RO";"Norte";"menos de 50 mil";"RO";30357982,92;6630380,47;36988363,39;37298942,9;6630380,47;43929323,37;6940959,98;0,841997111552597;860261,51;"RO";10558936,34;11166286,05;38288199,41;"entre 80 e 90%";"Rondônia";"Presidente Médici";363384,929;16109,63;22557;"Administração, defesa, educação e saúde públicas e seguridade social";12383000,46;FALSE;NA
"19";"1100262";"Rio Crespo - RO";"Norte";"menos de 50 mil";"RO";11726890,14;878438,67;12516628,81;12799512,6;878438,67;13677951,27;1161322,46;0,915095291898931;81242,28;"RO";4082995,53;3365659,84;13564217,01;"mais de 90%";"Rondônia";"Rio Crespo";78352,369;20893,97;3750;"Pecuária, inclusive apoio à pecuária";455731,56;FALSE;NA
"20";"1100288";"Rolim de Moura - RO";"Norte";"entre 50 e 500 mil";"RO";66229270,39;1675724,56;67534504,95;96200815,54;1675724,56;97876540,1;30342035,15;0,689996856049471;NA;"RO";27512734,39;30709498,37;95318938,92;"entre 50 e 80%";"Rondônia";"Rolim de Moura";1108799,512;19714,8;56242;"Demais serviços";39510961,4;FALSE;NA
"21";"1100296";"Santa Luzia D'Oeste - RO";"Norte";"menos de 50 mil";"RO";17966967,64;3452295,95;21419263,59;20074698,43;3452295,95;23526994,38;2107730,79;0,910412237281284;146555,26;"RO";6610479,49;4778165,17;20304534,8;"mais de 90%";"Rondônia";"Santa Luzia D'Oeste";136040,164;15944,7;8532;"Administração, defesa, educação e saúde públicas e seguridade social";NA;FALSE;NA
"22";"1100304";"Vilhena - RO";"Norte";"entre 50 e 500 mil";"RO";137820850,27;13496963,36;149280830,35;200957335,39;13496963,36;214454298,75;65173468,4;0,69609623691444;5948245,25;"RO";44298607,19;59029701,42;189159742,86;"entre 50 e 80%";"Rondônia";"Vilhena";2116490,651;23055,2;91801;"Administração, defesa, educação e saúde públicas e seguridade social";104613183,7;FALSE;NA
"23";"1100320";"São Miguel do Guaporé - RO";"Norte";"menos de 50 mil";"RO";42399692,96;0;42399692,96;47186457,16;0;47186457,16;4786764,2;0,898556397574647;NA;"RO";18158041,59;12901564,39;48408126,88;"entre 80 e 90%";"Rondônia";"São Miguel do Guaporé";468446,992;19573,27;23933;"Administração, defesa, educação e saúde públicas e seguridade social";4611724,43;FALSE;NA
"24";"1100338";"Nova Mamoré - RO";"Norte";"menos de 50 mil";"RO";38359998,36;2611166,42;40971164,78;45802699,38;2611166,42;48413865,8;7442701,02;0,846269226862689;321130,38;"RO";18912676,28;11121835,94;46848389,94;"entre 80 e 90%";"Rondônia";"Nova Mamoré";379062,756;13734,16;27600;"Administração, defesa, educação e saúde públicas e seguridade social";NA;FALSE;NA
"25";"1100346";"Alvorada D'Oeste - RO";"Norte";"menos de 50 mil";"RO";24008196,41;2600755,23;26608951,64;31142311,21;2600755,23;33743066,44;7134114,8;0,788575385918601;123787,09;"RO";8252905,69;7778895,06;28479208,23;"entre 50 e 80%";"Rondônia";"Alvorada D'Oeste";221055,639;12955,26;17063;"Administração, defesa, educação e saúde públicas e seguridade social";NA;FALSE;NA
"26";"1100379";"Alto Alegre dos Parecis - RO";"Norte";"menos de 50 mil";"RO";25672951,74;2608684,95;28241786,69;27542206,52;2608684,95;30150891,47;1909104,78;0,93668164731051;260175,81;"RO";11089611,68;4707559,93;28738662,53;"mais de 90%";"Rondônia";"Alto Alegre dos Parecis";212703,236;15258,48;13940;"Administração, defesa, educação e saúde públicas e seguridade social";2195788,67;FALSE;NA
"27";"1100403";"Alto Paraíso - RO";"Norte";"menos de 50 mil";"RO";28245137,96;2399874,66;30645012,62;30545299,33;2399874,66;32945173,99;2300161,37;0,930182145321249;NA;"RO";12620223,84;7677675,33;31030039,7;"mais de 90%";"Rondônia";"Alto Paraíso";256284,246;12681,06;20210;"Administração, defesa, educação e saúde públicas e seguridade social";3151659,07;FALSE;NA
"28";"1100452";"Buritis - RO";"Norte";"menos de 50 mil";"RO";48399187,92;2644669,5;51043857,42;59832596,36;2644669,5;62477265,86;11433408,44;0,816998898997594;728385,33;"RO";19250026,74;11458801,07;53978978,39;"entre 80 e 90%";"Rondônia";"Buritis";518854,127;13712,51;37838;"Administração, defesa, educação e saúde públicas e seguridade social";11353104,67;FALSE;NA
"29";"1100502";"Novo Horizonte do Oeste - RO";"Norte";"menos de 50 mil";"RO";15848850,97;678500,24;16387351,21;18102536,32;678500,24;18781036,56;2393685,35;0,872547750900071;NA;"RO";4803921,31;4802014,59;17557001,26;"entre 80 e 90%";"Rondônia";"Novo Horizonte do Oeste";134476,119;13086,43;10276;"Administração, defesa, educação e saúde públicas e seguridade social";1356073,95;FALSE;NA
"30";"1100601";"Cacaulândia - RO";"Norte";"menos de 50 mil";"RO";14853116,84;6378809,75;19569278,09;17926878,07;6378809,75;24305687,82;4736409,73;0,80513163153101;138972,16;"RO";8480610,77;7767125,96;25314098,73;"entre 80 e 90%";"Rondônia";"Cacaulândia";125410,733;19696,99;6367;"Pecuária, inclusive apoio à pecuária";993897,55;FALSE;NA
"31";"1100700";"Campo Novo de Rondônia - RO";"Norte";"menos de 50 mil";"RO";24496511,06;1856683,29;26353194,35;27767363,5;1856683,29;29624046,79;3270852,44;0,889587926214587;143925,02;"RO";11800116,18;5722893,62;30322411,66;"entre 80 e 90%";"Rondônia";"Campo Novo de Rondônia";223096,192;15688,9;14220;"Pecuária, inclusive apoio à pecuária";1690899,88;FALSE;NA
"32";"1100908";"Castanheiras - RO";"Norte";"menos de 50 mil";"RO";11608406,64;576172,76;12184579,4;13369612,98;576172,76;13945785,74;1761206,34;0,873710497720582;NA;"RO";3411525,93;3526515,89;13008886,96;"entre 80 e 90%";"Rondônia";"Castanheiras";66489,805;18382,58;3617;"Pecuária, inclusive apoio à pecuária";527802,2;FALSE;NA
"33";"1100924";"Chupinguaia - RO";"Norte";"menos de 50 mil";"RO";29082238,91;364999,39;29447238,3;31660390,57;364999,39;32025389,96;2578151,66;0,919496634913107;NA;"RO";10801202,51;6984050,74;29222533,22;"mais de 90%";"Rondônia";"Chupinguaia";241268,971;23819,62;10129;"Pecuária, inclusive apoio à pecuária";5116333,6;FALSE;NA
"34";"1100940";"Cujubim - RO";"Norte";"menos de 50 mil";"RO";32452824,05;230000;32682824,05;38255305,94;230000;38485305,94;5802481,89;0,84922864069091;NA;"RO";15815907,3;7198178,82;36796109,61;"entre 80 e 90%";"Rondônia";"Cujubim";281343,316;13413,91;20974;"Administração, defesa, educação e saúde públicas e seguridade social";3772725,48;FALSE;NA
"35";"1101005";"Governador Jorge Teixeira - RO";"Norte";"menos de 50 mil";"RO";20386918,2;3332983,95;23480752,15;23770330,02;3332983,95;27103313,97;3622561,82;0,866342476642903;264291,05;"RO";7301188,94;5681719,19;23738133,37;"entre 80 e 90%";"Rondônia";"Governador Jorge Teixeira";155116,362;15317,11;10127;"Pecuária, inclusive apoio à pecuária";968835,12;FALSE;NA
"36";"1101104";"Itapuã do Oeste - RO";"Norte";"menos de 50 mil";"RO";18227280,06;537704,4;18764984,46;20593542,79;537704,4;21131247,19;2366262,73;0,888020678158562;220126,08;"RO";8851863,89;4527617,43;21136047,04;"entre 80 e 90%";"Rondônia";"Itapuã do Oeste";143071,069;14314,26;9995;"Administração, defesa, educação e saúde públicas e seguridade social";2201124,07;FALSE;NA
"37";"1101203";"Ministro Andreazza - RO";"Norte";"menos de 50 mil";"RO";19429527,38;7476380,9;26854158,28;21084068,99;7476380,9;28560449,89;1706291,61;0,940256837109648;NA;"RO";7172966,86;4437948,89;22241602,72;"mais de 90%";"Rondônia";"Ministro Andreazza";171082,015;15807,26;10823;"Administração, defesa, educação e saúde públicas e seguridade social";1721459,38;FALSE;NA
"38";"1101302";"Mirante da Serra - RO";"Norte";"menos de 50 mil";"RO";18558996,59;511927,7;19070924,29;21432482,87;511927,7;21944410,57;2873486,28;0,86905611928678;NA;"RO";6642374,07;4165044,74;17549965,89;"entre 80 e 90%";"Rondônia";"Mirante da Serra";179038,41;14485,31;12360;"Administração, defesa, educação e saúde públicas e seguridade social";1851678,07;FALSE;NA
"39";"1101401";"Monte Negro - RO";"Norte";"menos de 50 mil";"RO";26050118,74;1003447,61;27053566,35;30041482,23;1003447,61;31044929,84;3991363,49;0,871432678038869;264792,33;"RO";9966329,33;7824771,54;29839934,65;"entre 80 e 90%";"Rondônia";"Monte Negro";230241,922;14505,26;15873;"Administração, defesa, educação e saúde públicas e seguridade social";3954324,18;FALSE;NA
"40";"1101435";"Nova União - RO";"Norte";"menos de 50 mil";"RO";14478559,62;2212189;16565698,62;17456469,9;2212189;19668658,9;3102960,28;0,842238339900236;112727,17;"RO";5445127,67;3593071,58;15637778,75;"entre 80 e 90%";"Rondônia";"Nova União";103204,894;13190,81;7824;"Administração, defesa, educação e saúde públicas e seguridade social";460651,43;FALSE;NA
"41";"1101450";"Parecis - RO";"Norte";"menos de 50 mil";"RO";11103377,11;1437000;12540377,11;12292216,78;1437000;13729216,78;1188839,67;0,913408048758336;10744,17;"RO";4465023,7;3585794,58;15216061,77;"mais de 90%";"Rondônia";"Parecis";84234,284;14785,73;5697;"Pecuária, inclusive apoio à pecuária";927053,13;FALSE;NA
"42";"1101468";"Pimenteiras do Oeste - RO";"Norte";"menos de 50 mil";"RO";13265535,84;640000;13905535,84;13998420,69;640000;14638420,69;732884,850000001;0,949934158505182;36060,55;"RO";3097901,99;3646938,31;14699899,27;"mais de 90%";"Rondônia";"Pimenteiras do Oeste";79711,867;32884,43;2424;"Pecuária, inclusive apoio à pecuária";374333,85;FALSE;NA
"43";"1101476";"Primavera de Rondônia - RO";"Norte";"menos de 50 mil";"RO";10757997,69;438750;11196747,69;11761894,73;438750;12200644,73;1003897,04;0,917717705726524;61120,12;"RO";3206409,06;2628196,95;12072376,7;"mais de 90%";"Rondônia";"Primavera de Rondônia";53454,839;15268,45;3501;"Administração, defesa, educação e saúde públicas e seguridade social";329590,87;FALSE;NA
"44";"1101484";"São Felipe D'Oeste - RO";"Norte";"menos de 50 mil";"RO";14025990,09;490696,47;14516686,56;15032432,58;490696,47;15523129,05;1006442,49;0,935164973069653;NA;"RO";5556967,64;3635558,67;16602843,61;"mais de 90%";"Rondônia";"São Felipe D'Oeste";78340,166;12836,34;6103;"Administração, defesa, educação e saúde públicas e seguridade social";NA;FALSE;NA
"45";"1101492";"São Francisco do Guaporé - RO";"Norte";"menos de 50 mil";"RO";34554144,31;7786355,21;42340499,52;42204617,69;7786355,21;49990972,9;7650473,38;0,846962902776393;742150,11;"RO";14072809,98;7747065,63;40983641,89;"entre 80 e 90%";"Rondônia";"São Francisco do Guaporé";293914,8;15467,57;19002;"Pecuária, inclusive apoio à pecuária";3629635,56;FALSE;NA
"46";"1101500";"Seringueiras - RO";"Norte";"menos de 50 mil";"RO";24696687,22;698194;25212927,22;28192838,14;698194;28891032,14;3678104,92;0,872690428567015;150039,51;"RO";10868151,91;6350024,08;28146946,27;"entre 80 e 90%";"Rondônia";"Seringueiras";180802,323;14371,06;12581;"Administração, defesa, educação e saúde públicas e seguridade social";4430010,28;FALSE;NA
"47";"1101559";"Teixeirópolis - RO";"Norte";"menos de 50 mil";"RO";11987039,41;1039526,99;13026566,4;12896916,64;1039526,99;13936443,63;909877,23;0,934712380420973;62063,93;"RO";4017917,23;3373452,54;12703123,7;"mais de 90%";"Rondônia";"Teixeirópolis";79740,368;15938,51;5003;"Pecuária, inclusive apoio à pecuária";1437998,5;FALSE;NA
"48";"1101609";"Theobroma - RO";"Norte";"menos de 50 mil";"RO";21256572,64;1734461,46;22991034,1;23931080,82;1734461,46;25665542,28;2674508,18;0,895793817608751;NA;"RO";9259937,72;5673097,81;24548804,5;"entre 80 e 90%";"Rondônia";"Theobroma";153850,465;13558,69;11347;"Pecuária, inclusive apoio à pecuária";1320294,14;FALSE;NA
"49";"1101708";"Urupá - RO";"Norte";"menos de 50 mil";"RO";22099985,86;257150;22099985,86;23985359,38;257150;24242509,38;2142523,52;0,911621215179664;NA;"RO";9285465,45;4869902,89;24226002,91;"mais de 90%";"Rondônia";"Urupá";183262,463;13786,39;13293;"Administração, defesa, educação e saúde públicas e seguridade social";2605773,24;FALSE;NA
"50";"1101757";"Vale do Anari - RO";"Norte";"menos de 50 mil";"RO";18706850,21;2002490;20709340,21;21552312,37;2002490;23554802,37;2845462,16;0,879198215493243;NA;"RO";7491055,44;4370740,2;20180005,67;"entre 80 e 90%";"Rondônia";"Vale do Anari";117919,212;10875,15;10843;"Administração, defesa, educação e saúde públicas e seguridade social";1328270,58;FALSE;NA
"51";"1101807";"Vale do Paraíso - RO";"Norte";"menos de 50 mil";"RO";15433289,17;2083099,09;17516388,26;18257701,64;2083099,09;20340800,73;2824412,47;0,861145462880704;171965,79;"RO";6234427,27;4730659,38;18138742,86;"entre 80 e 90%";"Rondônia";"Vale do Paraíso";124803,37;15162,6;8231;"Pecuária, inclusive apoio à pecuária";915965,26;FALSE;NA
"52";"1200203";"Cruzeiro do Sul - AC";"Norte";"entre 50 e 500 mil";"AC";90578878,64;8181331,74;98760210,38;103861869,69;8181331,74;112043201,43;13282991,05;0,881447594495069;NA;"AC";47447758,73;24454001,31;112634816,07;"entre 80 e 90%";"Acre";"Cruzeiro do Sul";1062504,708;13033,83;81519;"Administração, defesa, educação e saúde públicas e seguridade social";31519907,62;FALSE;NA
"53";"1200328";"Jordão - AC";"Norte";"menos de 50 mil";"AC";19464815,44;2036096,21;21500911,65;20168675,39;2036096,21;22204771,6;703859,950000003;0,968301410044677;NA;"AC";11059165,9;3196953,32;22344633,72;"mais de 90%";"Acre";"Jordão";73111,404;9736,5;7509;"Administração, defesa, educação e saúde públicas e seguridade social";241037,01;FALSE;NA
"54";"1200336";"Mâncio Lima - AC";"Norte";"menos de 50 mil";"AC";27852479,19;3994539,43;31847018,62;28943588,01;3994539,43;32938127,44;1091108,82;0,96687398753959;NA;"AC";14085302,6;4778954,84;29723971,48;"mais de 90%";"Acre";"Mâncio Lima";180781,543;10527,08;17173;"Administração, defesa, educação e saúde públicas e seguridade social";2174254,41;FALSE;NA
"55";"1200351";"Marechal Thaumaturgo - AC";"Norte";"menos de 50 mil";"AC";29151720,49;2909925;32061645,49;30060850,63;2909925;32970775,63;909130,140000004;0,972426182804969;NA;"AC";21376377,75;4321076,58;34859736,21;"mais de 90%";"Acre";"Marechal Thaumaturgo";163139,505;9656,08;16895;"Administração, defesa, educação e saúde públicas e seguridade social";513221,67;FALSE;NA
"56";"1200385";"Plácido de Castro - AC";"Norte";"menos de 50 mil";"AC";29296467,97;2015391,11;31311859,08;31062087,75;2015391,11;33077478,86;1765619,78;0,946621694250854;NA;"AC";10540642,45;3701621,39;31090306;"mais de 90%";"Acre";"Plácido de Castro";252562,049;13908,37;18159;"Administração, defesa, educação e saúde públicas e seguridade social";2470022,69;FALSE;NA
"57";"1200393";"Porto Walter - AC";"Norte";"menos de 50 mil";"AC";19533309,25;2064377,25;21597686,5;20168337,79;2064377,25;22232715,04;635028,539999999;0,971437202390374;NA;"AC";11840918,62;2899755,18;22558729,88;"mais de 90%";"Acre";"Porto Walter";98003,504;9108,98;10759;"Administração, defesa, educação e saúde públicas e seguridade social";274651,96;FALSE;NA
"58";"1200401";"Rio Branco - AC";"Norte";"entre 50 e 500 mil";"AC";449762825,8;47617957,5;474220220,11;683994754,52;47617957,5;731612712,02;257392491,91;0,648184773608795;18651754,7;"AC";133914660,73;106960348,16;689642838,79;"entre 50 e 80%";"Acre";"Rio Branco";8266472,724;22308,66;370550;"Demais serviços";494830467,92;TRUE;0,648184773608795
"59";"1200427";"Rodrigues Alves - AC";"Norte";"menos de 50 mil";"AC";29350701,5;1292375,42;30643076,92;30844677,95;1292375,42;32137053,37;1493976,45;0,953512338769844;NA;"AC";18908039,13;4210750,43;30573733,25;"mais de 90%";"Acre";"Rodrigues Alves";166925,031;9834,16;16974;"Administração, defesa, educação e saúde públicas e seguridade social";301947,41;FALSE;NA
"60";"1200435";"Santa Rosa do Purus - AC";"Norte";"menos de 50 mil";"AC";16093322,63;655163,83;16748486,46;16601159,52;655163,83;17256323,35;507836,889999999;0,970570968119927;NA;"AC";7914880,12;1964597,95;15247584,46;"mais de 90%";"Acre";"Santa Rosa do Purus";58169,23;10013,64;5809;"Administração, defesa, educação e saúde públicas e seguridade social";270287,75;FALSE;NA
"61";"1200500";"Sena Madureira - AC";"Norte";"menos de 50 mil";"AC";51080234,42;357303,34;51437537,76;54902674,99;357303,34;55259978,33;3822440,57;0,93082804797401;NA;"AC";22709030,09;10956607,03;53352380,3;"mais de 90%";"Acre";"Sena Madureira";463084,709;11091,85;41750;"Administração, defesa, educação e saúde públicas e seguridade social";5167734,83;FALSE;NA
"62";"1200609";"Tarauacá - AC";"Norte";"menos de 50 mil";"AC";52866278,65;1483644,48;54349923,13;56438229,68;1483644,48;57921874,16;3571951,03;0,938331570208984;NA;"AC";32943294,76;10484475,69;62236432;"mais de 90%";"Acre";"Tarauacá";399277,332;10285,62;38819;"Administração, defesa, educação e saúde públicas e seguridade social";4889107,53;FALSE;NA
"63";"1300029";"Alvarães - AM";"Norte";"menos de 50 mil";"AM";28767902,19;2e+05;28967902,19;29649943,68;2e+05;29849943,68;882041,490000002;0,970450815604353;NA;"AM";13101698,84;4303258,17;29339077,54;"mais de 90%";"Amazonas";"Alvarães";102299,977;6580,89;15545;"Administração, defesa, educação e saúde públicas e seguridade social";474672,95;FALSE;NA
"64";"1300060";"Amaturá - AM";"Norte";"menos de 50 mil";"AM";21074184,86;806149,48;21880334,34;21905463,69;806149,48;22711613,17;831278,830000002;0,963398512303915;NA;"AM";10269910,1;3815501,73;20915941,28;"mais de 90%";"Amazonas";"Amaturá";66407,549;6122,2;10847;"Administração, defesa, educação e saúde públicas e seguridade social";365219,75;FALSE;NA
"65";"1300086";"Anamã - AM";"Norte";"menos de 50 mil";"AM";20834182,9;0;20834182,9;22069412,97;0;22069412,97;1235230,07;0,944029772260861;NA;"AM";8833858,8;4525967,71;25895911,01;"mais de 90%";"Amazonas";"Anamã";83576,313;6783,79;12320;"Administração, defesa, educação e saúde públicas e seguridade social";351360,13;FALSE;NA
"66";"1300102";"Anori - AM";"Norte";"menos de 50 mil";"AM";25656352,05;0;25656352,05;26771706,13;0;26771706,13;1115354,08;0,958338326493501;NA;"AM";8239413,21;5329639,38;25496512,31;"mais de 90%";"Amazonas";"Anori";154516,083;8009,33;19292;"Administração, defesa, educação e saúde públicas e seguridade social";629342,09;FALSE;NA
"67";"1300144";"Apuí - AM";"Norte";"menos de 50 mil";"AM";27465305,93;3392192,42;30857498,35;29668821,17;3392192,42;33061013,59;2203515,24;0,933350039798341;NA;"AM";9673698,51;8036733,94;32375377,77;"mais de 90%";"Amazonas";"Apuí";205219,946;9938,97;20648;"Administração, defesa, educação e saúde públicas e seguridade social";1960386,01;FALSE;NA
"68";"1300300";"Autazes - AM";"Norte";"menos de 50 mil";"AM";55766603,59;397433,17;56164036,76;59447218,02;397433,17;59844651,19;3680614,43;0,938497186351468;NA;"AM";25052957,75;12935967,21;63515966,37;"mais de 90%";"Amazonas";"Autazes";264872,708;7152,34;37033;"Administração, defesa, educação e saúde públicas e seguridade social";1567213,51;FALSE;NA
"69";"1300409";"Barcelos - AM";"Norte";"menos de 50 mil";"AM";37403351,04;1317084;38720435,04;39468098,88;1317084;40785182,88;2064747,84;0,949375050099077;NA;"AM";8265573,89;7871093,45;29994697,66;"mais de 90%";"Amazonas";"Barcelos";151582,566;5525,56;27433;"Administração, defesa, educação e saúde públicas e seguridade social";476792,9;FALSE;NA
"70";"1300607";"Benjamin Constant - AM";"Norte";"menos de 50 mil";"AM";60335603,07;791620;61127223,07;68424655,96;791620;69216275,96;8089052,89000001;0,883133659275823;NA;"AM";33569500,6;10699389,23;66596381,4;"entre 80 e 90%";"Amazonas";"Benjamin Constant";244941,369;6203,56;39484;"Administração, defesa, educação e saúde públicas e seguridade social";2331899,78;FALSE;NA
"71";"1300631";"Beruri - AM";"Norte";"menos de 50 mil";"AM";34565985,3;550000;35115985,3;36146434,06;550000;36696434,06;1580448,76;0,956931816388047;NA;"AM";16747061,6;5069559,4;35158638,29;"mais de 90%";"Amazonas";"Beruri";125511,101;6907,22;18171;"Administração, defesa, educação e saúde públicas e seguridade social";508538,68;FALSE;NA
"72";"1300680";"Boa Vista do Ramos - AM";"Norte";"menos de 50 mil";"AM";27607991,85;66256,87;27674248,72;28548135,31;66256,87;28614392,18;940143,459999997;0,96714438475275;NA;"AM";13032120,94;5395688,38;29698185,59;"mais de 90%";"Amazonas";"Boa Vista do Ramos";101732,87;5758,03;17668;"Administração, defesa, educação e saúde públicas e seguridade social";498918,17;FALSE;NA
